rowNum,image,viewed,good1bad0,windowBad,borderline,path
31,window000003070.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003070.jpg
32,window000001170.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001170.jpg
33,window000000351.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000351.jpg
34,window000001393.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001393.jpg
35,window000003363.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003363.jpg
36,window000000650.jpg,1,1,1,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000650.jpg
37,window000001055.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001055.jpg
38,window000001778.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001778.jpg
39,window000001652.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001652.jpg
40,window000002839.jpg,1,1,1,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002839.jpg
41,window000003254.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003254.jpg
42,window000000837.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000837.jpg
43,window000004227.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004227.jpg
44,window000000805.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000805.jpg
45,window000000808.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000808.jpg
46,window000001951.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001951.jpg
47,window000004237.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004237.jpg
48,window000003124.jpg,1,1,1,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003124.jpg
49,window000001229.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001229.jpg
50,window000000268.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000268.jpg
51,window000000530.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000530.jpg
52,window000002769.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002769.jpg
53,window000001511.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001511.jpg
54,window000000649.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000649.jpg
55,window000001785.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001785.jpg
56,window000004395.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004395.jpg
57,window000003263.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003263.jpg
58,window000001283.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001283.jpg
59,window000003587.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003587.jpg
60,window000001081.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001081.jpg
61,window000003799.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003799.jpg
62,window000000598.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000598.jpg
63,window000002775.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002775.jpg
64,window000000587.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000587.jpg
65,window000000192.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000192.jpg
66,window000000458.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000458.jpg
67,window000002764.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002764.jpg
68,window000002298.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002298.jpg
69,window000001117.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001117.jpg
70,window000003227.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003227.jpg
71,window000001607.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001607.jpg
72,window000000573.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000573.jpg
73,window000001356.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001356.jpg
74,window000004353.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004353.jpg
75,window000001908.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001908.jpg
76,window000004241.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004241.jpg
77,window000003864.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003864.jpg
78,window000002860.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002860.jpg
79,window000000475.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000475.jpg
80,window000001385.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001385.jpg
81,window000001827.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001827.jpg
82,window000001123.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001123.jpg
83,window000004266.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004266.jpg
84,window000003499.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003499.jpg
85,window000002344.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002344.jpg
86,window000003767.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003767.jpg
87,window000003993.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003993.jpg
88,window000001237.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001237.jpg
89,window000000075.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000075.jpg
90,window000001099.jpg,1,1,1,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001099.jpg
91,window000000999.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000999.jpg
92,window000003650.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003650.jpg
93,window000001581.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001581.jpg
94,window000000479.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000479.jpg
95,window000000368.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000368.jpg
96,window000004234.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004234.jpg
97,window000003895.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003895.jpg
98,window000001822.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001822.jpg
99,window000003332.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003332.jpg
100,window000001352.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001352.jpg
101,window000002133.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002133.jpg
102,window000004079.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004079.jpg
103,window000004082.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004082.jpg
104,window000000576.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000576.jpg
105,window000001346.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001346.jpg
106,window000001147.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001147.jpg
107,window000004099.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004099.jpg
108,window000001155.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001155.jpg
109,window000003866.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003866.jpg
110,window000001639.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001639.jpg
111,window000000275.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000275.jpg
112,window000003873.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003873.jpg
113,window000003814.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003814.jpg
114,window000001702.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001702.jpg
115,window000002799.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002799.jpg
116,window000002142.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002142.jpg
117,window000003630.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003630.jpg
118,window000001665.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001665.jpg
119,window000003561.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003561.jpg
120,window000003945.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003945.jpg
121,window000000527.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000527.jpg
122,window000002826.jpg,1,1,1,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002826.jpg
123,window000003988.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003988.jpg
124,window000004013.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000004013.jpg
125,window000002510.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002510.jpg
126,window000003839.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003839.jpg
127,window000003491.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003491.jpg
128,window000003475.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003475.jpg
129,window000003791.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003791.jpg
130,window000003618.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003618.jpg
131,window000001292.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001292.jpg
132,window000002817.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002817.jpg
133,window000003612.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003612.jpg
134,window000001646.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000001646.jpg
135,window000002739.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000002739.jpg
136,window000000186.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000000186.jpg
137,window000003900.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003900.jpg
138,window000003514.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.04.14.1035)\Plots(2020.04.14.1035)/window000003514.jpg
