"Feature_A","Feature_B","Similarity_score"
"X125_335.1238_8.71_pos","X13103_234.1853_5.74_pos",0.656155593131117
"X10030_777.4422_9.91_pos","X1322_439.1592_6.41_pos",0.671436233433672
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10624_421.1589_5.09_pos","X1362_543.1975_5.10_pos",0.847892458677137
"X12553_361.1464_5.10_pos","X1362_543.1975_5.10_pos",0.88335918933479
NA,NA,NA
NA,NA,NA
"X10624_421.1589_5.09_pos","X137_373.1827_5.11_pos",0.840841012231815
"X12553_361.1464_5.10_pos","X137_373.1827_5.11_pos",0.885189843677179
NA,NA,NA
"X1362_543.1975_5.10_pos","X137_373.1827_5.11_pos",0.964176939289815
"X11922_411.1952_7.92_pos","X1390_577.2048_7.92_pos",0.884291544794524
NA,NA,NA
NA,NA,NA
"X10117_345.2240_7.47_pos","X13934_345.5715_6.59_pos",0.733539236875047
"X1031_369.1520_7.42_pos","X13934_345.5715_6.59_pos",0.748927129128646
"X1184_839.3345_8.06_pos","X13934_345.5715_6.59_pos",0.73028152304547
"X11913_550.1201_7.21_pos","X13934_345.5715_6.59_pos",0.745313989908791
"X11938_411.1988_6.65_pos","X13934_345.5715_6.59_pos",0.741836656409126
NA,NA,NA
NA,NA,NA
"X1036_105.0676_3.81_pos","X13986_753.3299_12.91_pos",0.795739524358796
NA,NA,NA
NA,NA,NA
"X10048_667.1538_7.39_pos","X14_611.1622_6.85_pos",0.965300902453096
"X10151_365.1674_7.39_pos","X14_611.1622_6.85_pos",0.820265487221393
"X10320_365.2536_7.36_pos","X14_611.1622_6.85_pos",0.856336865769182
"X10641_363.1039_7.34_pos","X14_611.1622_6.85_pos",0.715020739828638
"X1241_342.2640_9.51_pos","X14_611.1622_6.85_pos",0.961598197553024
"X1304_385.1813_6.40_pos","X14_611.1622_6.85_pos",0.999952616284255
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10117_345.2240_7.47_pos","X14102_423.1264_6.65_pos",0.932995387888431
"X10213_465.1044_8.24_pos","X14102_423.1264_6.65_pos",0.784566336497408
"X1031_369.1520_7.42_pos","X14102_423.1264_6.65_pos",0.999952616284255
"X10444_446.0410_7.99_pos","X14102_423.1264_6.65_pos",0.785264408884276
"X1184_839.3345_8.06_pos","X14102_423.1264_6.65_pos",0.941188280262982
"X11913_550.1201_7.21_pos","X14102_423.1264_6.65_pos",0.995128424616774
"X11938_411.1988_6.65_pos","X14102_423.1264_6.65_pos",0.990579430491709
NA,NA,NA
"X13934_345.5715_6.59_pos","X14102_423.1264_6.65_pos",0.748891642178446
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X1426_361.1860_11.07_pos",0.97954555159768
"X10081_285.1625_8.31_pos","X1426_361.1860_11.07_pos",0.880508834077783
"X11325_469.1715_10.02_pos","X1426_361.1860_11.07_pos",0.967203677406725
"X11543_235.0696_6.29_pos","X1426_361.1860_11.07_pos",0.858599625467319
"X12175_395.0599_3.44_pos","X1426_361.1860_11.07_pos",0.731033602631603
"X12261_437.3394_11.00_pos","X1426_361.1860_11.07_pos",0.994112110331113
"X125_335.1238_8.71_pos","X1426_361.1860_11.07_pos",0.730306774343875
"X13103_234.1853_5.74_pos","X1426_361.1860_11.07_pos",0.769343409614656
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10057_344.1474_9.13_pos","X14502_270.1511_9.12_pos",0.740675983961081
"X10618_314.1314_9.11_pos","X14502_270.1511_9.12_pos",0.736206649478441
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1091_137.1305_9.44_pos","X1464_317.1962_9.43_pos",0.787070115618938
NA,NA,NA
"X10048_667.1538_7.39_pos","X1471_551.1035_7.40_pos",0.960583491100666
"X10151_365.1674_7.39_pos","X1471_551.1035_7.40_pos",0.816256861815997
"X10320_365.2536_7.36_pos","X1471_551.1035_7.40_pos",0.85247661995768
"X10641_363.1039_7.34_pos","X1471_551.1035_7.40_pos",0.711526443960149
"X1241_342.2640_9.51_pos","X1471_551.1035_7.40_pos",0.956808491158655
"X1304_385.1813_6.40_pos","X1471_551.1035_7.40_pos",0.995160169053353
NA,NA,NA
"X14_611.1622_6.85_pos","X1471_551.1035_7.40_pos",0.995113014666782
NA,NA,NA
"X1355_434.1228_3.25_pos","X1474_342.1159_3.26_pos",0.760453348213662
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X14788_289.2513_10.04_pos",0.939666314820657
"X10081_285.1625_8.31_pos","X14788_289.2513_10.04_pos",0.906339967997792
"X11325_469.1715_10.02_pos","X14788_289.2513_10.04_pos",0.977235241395588
"X11543_235.0696_6.29_pos","X14788_289.2513_10.04_pos",0.880514896241317
"X12175_395.0599_3.44_pos","X14788_289.2513_10.04_pos",0.751734708973867
"X12261_437.3394_11.00_pos","X14788_289.2513_10.04_pos",0.951077055995822
"X1237_216.1211_8.03_pos","X14788_289.2513_10.04_pos",0.684669969700884
"X125_335.1238_8.71_pos","X14788_289.2513_10.04_pos",0.773838424708441
"X13103_234.1853_5.74_pos","X14788_289.2513_10.04_pos",0.791752455831204
NA,NA,NA
"X1426_361.1860_11.07_pos","X14788_289.2513_10.04_pos",0.959216642298167
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X1482_171.0991_5.56_pos",0.843379577272283
"X10081_285.1625_8.31_pos","X1482_171.0991_5.56_pos",0.880880632505494
"X11325_469.1715_10.02_pos","X1482_171.0991_5.56_pos",0.883192832698468
"X11543_235.0696_6.29_pos","X1482_171.0991_5.56_pos",0.954672308473571
"X12175_395.0599_3.44_pos","X1482_171.0991_5.56_pos",0.804346761211647
"X12261_437.3394_11.00_pos","X1482_171.0991_5.56_pos",0.830054433698437
"X1237_216.1211_8.03_pos","X1482_171.0991_5.56_pos",0.813249726859558
"X125_335.1238_8.71_pos","X1482_171.0991_5.56_pos",0.707162642259683
"X13103_234.1853_5.74_pos","X1482_171.0991_5.56_pos",0.894827575875431
NA,NA,NA
"X1426_361.1860_11.07_pos","X1482_171.0991_5.56_pos",0.839914531751886
"X14788_289.2513_10.04_pos","X1482_171.0991_5.56_pos",0.870747435797495
NA,NA,NA
NA,NA,NA
"X10753_352.1217_7.87_pos","X149_509.2363_12.23_pos",0.716808326360288
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1001_313.0561_4.22_pos","X15003_433.1620_4.30_pos",0.797875252452149
"X1225_345.1500_4.28_pos","X15003_433.1620_4.30_pos",0.997461125304209
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1404_436.1048_5.87_pos","X1510_568.3090_5.87_pos",0.830058019633195
"X10864_490.7691_7.08_pos","X1512_491.1636_7.08_pos",0.65299501643346
NA,NA,NA
NA,NA,NA
"X15039_350.2168_6.51_pos","X1514_307.1152_6.48_pos",0.721770809104778
"X11087_409.1747_7.74_pos","X152_465.0845_8.50_pos",0.849340138024261
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X15280_521.1235_8.63_pos",0.886891071134895
"X10081_285.1625_8.31_pos","X15280_521.1235_8.63_pos",0.909666366637466
"X11325_469.1715_10.02_pos","X15280_521.1235_8.63_pos",0.938662114480334
"X11543_235.0696_6.29_pos","X15280_521.1235_8.63_pos",0.935263643666654
"X12175_395.0599_3.44_pos","X15280_521.1235_8.63_pos",0.748249679942657
"X12261_437.3394_11.00_pos","X15280_521.1235_8.63_pos",0.888611689380417
"X1237_216.1211_8.03_pos","X15280_521.1235_8.63_pos",0.836108475888302
"X125_335.1238_8.71_pos","X15280_521.1235_8.63_pos",0.748192767515362
"X13103_234.1853_5.74_pos","X15280_521.1235_8.63_pos",0.834628364144879
NA,NA,NA
"X1426_361.1860_11.07_pos","X15280_521.1235_8.63_pos",0.890219988647532
"X14788_289.2513_10.04_pos","X15280_521.1235_8.63_pos",0.913412647205916
"X1482_171.0991_5.56_pos","X15280_521.1235_8.63_pos",0.924858264533814
"X1000_175.1465_8.81_pos","X153_175.1498_8.28_pos",0.90011969574922
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10048_667.1538_7.39_pos","X1555_475.3257_7.10_pos",0.965255162909526
"X10151_365.1674_7.39_pos","X1555_475.3257_7.10_pos",0.820226619994712
"X10320_365.2536_7.36_pos","X1555_475.3257_7.10_pos",0.856622528179157
"X10641_363.1039_7.34_pos","X1555_475.3257_7.10_pos",0.714986859489151
"X1241_342.2640_9.51_pos","X1555_475.3257_7.10_pos",0.961461803750466
"X1304_385.1813_6.40_pos","X1555_475.3257_7.10_pos",1
NA,NA,NA
"X14_611.1622_6.85_pos","X1555_475.3257_7.10_pos",0.999952616284255
"X1471_551.1035_7.40_pos","X1555_475.3257_7.10_pos",0.995160169053353
NA,NA,NA
"X10753_352.1217_7.87_pos","X15562_538.2850_7.86_pos",0.70971598338132
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10117_345.2240_7.47_pos","X15596_621.3339_7.21_pos",0.822838918602796
"X10213_465.1044_8.24_pos","X15596_621.3339_7.21_pos",0.715731337699995
"X1031_369.1520_7.42_pos","X15596_621.3339_7.21_pos",0.881974252282327
"X10444_446.0410_7.99_pos","X15596_621.3339_7.21_pos",0.772318123417333
"X1184_839.3345_8.06_pos","X15596_621.3339_7.21_pos",0.828771560985375
"X11913_550.1201_7.21_pos","X15596_621.3339_7.21_pos",0.893074419359643
"X11938_411.1988_6.65_pos","X15596_621.3339_7.21_pos",0.873624155013982
NA,NA,NA
"X13934_345.5715_6.59_pos","X15596_621.3339_7.21_pos",0.660534444727187
"X14102_423.1264_6.65_pos","X15596_621.3339_7.21_pos",0.881932461065063
NA,NA,NA
"X1530_528.2776_5.84_pos","X15613_572.2821_7.13_pos",0.794181256603588
NA,NA,NA
NA,NA,NA
"X1523_369.1876_12.91_pos","X1566_357.1883_13.12_pos",0.708866142115561
"X10108_255.0643_9.07_pos","X1568_525.3618_9.06_pos",0.723419065235857
NA,NA,NA
"X10030_777.4422_9.91_pos","X1573_381.1173_6.32_pos",0.713980385927067
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X11087_409.1747_7.74_pos","X1584_545.3300_8.86_pos",0.776246893855324
NA,NA,NA
"X152_465.0845_8.50_pos","X1584_545.3300_8.86_pos",0.913941139837137
NA,NA,NA
"X1001_313.0561_4.22_pos","X1588_288.1917_4.25_pos",0.961839476333225
"X1225_345.1500_4.28_pos","X1588_288.1917_4.25_pos",0.818093870766553
NA,NA,NA
"X15003_433.1620_4.30_pos","X1588_288.1917_4.25_pos",0.828916557659199
NA,NA,NA
"X1127_302.1242_5.38_pos","X1590_554.1506_5.33_pos",0.793550071431887
NA,NA,NA
"X10117_345.2240_7.47_pos","X15966_473.2725_8.29_pos",0.722600907617025
"X10213_465.1044_8.24_pos","X15966_473.2725_8.29_pos",0.685006196893795
"X1031_369.1520_7.42_pos","X15966_473.2725_8.29_pos",0.763474038872418
"X1184_839.3345_8.06_pos","X15966_473.2725_8.29_pos",0.716236148596126
"X11913_550.1201_7.21_pos","X15966_473.2725_8.29_pos",0.759790719246381
"X11938_411.1988_6.65_pos","X15966_473.2725_8.29_pos",0.756174407066428
NA,NA,NA
"X14102_423.1264_6.65_pos","X15966_473.2725_8.29_pos",0.763365747147681
"X15596_621.3339_7.21_pos","X15966_473.2725_8.29_pos",0.673364444571469
NA,NA,NA
"X1493_309.0639_9.60_pos","X1599_337.0923_5.96_pos",0.709022591125756
NA,NA,NA
NA,NA,NA
"X11087_409.1747_7.74_pos","X16162_303.0498_6.83_pos",0.786657321501708
NA,NA,NA
"X152_465.0845_8.50_pos","X16162_303.0498_6.83_pos",0.965219643137051
"X1584_545.3300_8.86_pos","X16162_303.0498_6.83_pos",0.882153940841871
NA,NA,NA
"X1305_325.0898_3.07_pos","X16185_243.0480_3.05_pos",0.946597375885749
NA,NA,NA
"X10048_667.1538_7.39_pos","X1624_395.2040_7.39_pos",0.934713733006693
"X10151_365.1674_7.39_pos","X1624_395.2040_7.39_pos",0.794274006860277
"X10320_365.2536_7.36_pos","X1624_395.2040_7.39_pos",0.829835283770415
"X10641_363.1039_7.34_pos","X1624_395.2040_7.39_pos",0.692364114862006
"X1241_342.2640_9.51_pos","X1624_395.2040_7.39_pos",0.930952151307279
"X1304_385.1813_6.40_pos","X1624_395.2040_7.39_pos",0.968451287209377
NA,NA,NA
"X14_611.1622_6.85_pos","X1624_395.2040_7.39_pos",0.968313331761451
"X1471_551.1035_7.40_pos","X1624_395.2040_7.39_pos",0.963764146699221
"X1555_475.3257_7.10_pos","X1624_395.2040_7.39_pos",0.968451287209377
"X11087_409.1747_7.74_pos","X16252_491.2491_6.80_pos",0.659494819638869
NA,NA,NA
"X152_465.0845_8.50_pos","X16252_491.2491_6.80_pos",0.818217144265357
"X1584_545.3300_8.86_pos","X16252_491.2491_6.80_pos",0.747802309464168
"X16162_303.0498_6.83_pos","X16252_491.2491_6.80_pos",0.86286890174862
"X10054_839.3672_11.12_pos","X16267_269.2227_12.19_pos",0.861991197363204
"X11325_469.1715_10.02_pos","X16267_269.2227_12.19_pos",0.771564128024377
"X12261_437.3394_11.00_pos","X16267_269.2227_12.19_pos",0.847863321916613
NA,NA,NA
"X1426_361.1860_11.07_pos","X16267_269.2227_12.19_pos",0.84617588486489
"X14788_289.2513_10.04_pos","X16267_269.2227_12.19_pos",0.752677276141296
"X15280_521.1235_8.63_pos","X16267_269.2227_12.19_pos",0.678736705557297
NA,NA,NA
"X1599_337.0923_5.96_pos","X16284_181.1217_5.88_pos",0.873989575534152
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10117_345.2240_7.47_pos","X16352_863.3317_7.43_pos",0.93295117910018
"X10213_465.1044_8.24_pos","X16352_863.3317_7.43_pos",0.784751527392851
"X1031_369.1520_7.42_pos","X16352_863.3317_7.43_pos",1
"X10444_446.0410_7.99_pos","X16352_863.3317_7.43_pos",0.785301619392983
"X1184_839.3345_8.06_pos","X16352_863.3317_7.43_pos",0.939677727372112
"X11913_550.1201_7.21_pos","X16352_863.3317_7.43_pos",0.99517557973356
"X11938_411.1988_6.65_pos","X16352_863.3317_7.43_pos",0.990532493157553
NA,NA,NA
"X13934_345.5715_6.59_pos","X16352_863.3317_7.43_pos",0.748927129128646
"X14102_423.1264_6.65_pos","X16352_863.3317_7.43_pos",0.999952616284255
"X15596_621.3339_7.21_pos","X16352_863.3317_7.43_pos",0.881974252282327
"X15966_473.2725_8.29_pos","X16352_863.3317_7.43_pos",0.763474038872418
"X10048_667.1538_7.39_pos","X1638_497.1995_6.99_pos",0.910130179547621
"X10151_365.1674_7.39_pos","X1638_497.1995_6.99_pos",0.773384105685946
"X10320_365.2536_7.36_pos","X1638_497.1995_6.99_pos",0.807701471418402
"X10641_363.1039_7.34_pos","X1638_497.1995_6.99_pos",0.832717327592471
"X1241_342.2640_9.51_pos","X1638_497.1995_6.99_pos",0.906553456225969
"X1304_385.1813_6.40_pos","X1638_497.1995_6.99_pos",0.942890765592236
NA,NA,NA
"X14_611.1622_6.85_pos","X1638_497.1995_6.99_pos",0.942846087924221
"X1471_551.1035_7.40_pos","X1638_497.1995_6.99_pos",0.938327333685614
"X1555_475.3257_7.10_pos","X1638_497.1995_6.99_pos",0.942890765592236
"X1624_395.2040_7.39_pos","X1638_497.1995_6.99_pos",0.913143775635636
"X10054_839.3672_11.12_pos","X1642_191.1642_10.95_pos",0.97689802458438
"X10081_285.1625_8.31_pos","X1642_191.1642_10.95_pos",0.878628767940032
"X11325_469.1715_10.02_pos","X1642_191.1642_10.95_pos",0.96458765097769
"X11543_235.0696_6.29_pos","X1642_191.1642_10.95_pos",0.868982787487635
"X12175_395.0599_3.44_pos","X1642_191.1642_10.95_pos",0.72623930975572
"X12261_437.3394_11.00_pos","X1642_191.1642_10.95_pos",0.978230426264714
"X125_335.1238_8.71_pos","X1642_191.1642_10.95_pos",0.736571173432945
"X13103_234.1853_5.74_pos","X1642_191.1642_10.95_pos",0.774708256785518
NA,NA,NA
"X1426_361.1860_11.07_pos","X1642_191.1642_10.95_pos",0.9858849119363
"X14788_289.2513_10.04_pos","X1642_191.1642_10.95_pos",0.963301648200696
"X1482_171.0991_5.56_pos","X1642_191.1642_10.95_pos",0.848715263532484
"X15280_521.1235_8.63_pos","X1642_191.1642_10.95_pos",0.892352035854133
"X16267_269.2227_12.19_pos","X1642_191.1642_10.95_pos",0.850002524922341
"X1025_620.3487_9.18_pos","X16495_537.2635_9.16_pos",0.733396704106658
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X1651_327.0697_2.68_pos",0.724232103205059
"X10081_285.1625_8.31_pos","X1651_327.0697_2.68_pos",0.714804083146351
"X11325_469.1715_10.02_pos","X1651_327.0697_2.68_pos",0.736951952046353
"X11543_235.0696_6.29_pos","X1651_327.0697_2.68_pos",0.7935942966787
"X12175_395.0599_3.44_pos","X1651_327.0697_2.68_pos",0.867638748021355
"X12261_437.3394_11.00_pos","X1651_327.0697_2.68_pos",0.712684185717979
"X13103_234.1853_5.74_pos","X1651_327.0697_2.68_pos",0.717960600558353
NA,NA,NA
"X1426_361.1860_11.07_pos","X1651_327.0697_2.68_pos",0.718255102712326
"X14788_289.2513_10.04_pos","X1651_327.0697_2.68_pos",0.732278734000677
"X1482_171.0991_5.56_pos","X1651_327.0697_2.68_pos",0.814992623455062
"X15280_521.1235_8.63_pos","X1651_327.0697_2.68_pos",0.730921402263736
"X1642_191.1642_10.95_pos","X1651_327.0697_2.68_pos",0.714690631432311
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1279_181.1222_8.36_pos","X16793_453.2405_8.34_pos",0.711000483916895
NA,NA,NA
"X16318_629.3149_8.34_pos","X16793_453.2405_8.34_pos",0.789117074792003
"X11087_409.1747_7.74_pos","X1686_405.1314_8.03_pos",0.880292966133397
"X1237_216.1211_8.03_pos","X1686_405.1314_8.03_pos",0.70867794922475
NA,NA,NA
"X152_465.0845_8.50_pos","X1686_405.1314_8.03_pos",0.901055030003152
"X1584_545.3300_8.86_pos","X1686_405.1314_8.03_pos",0.823511261177066
"X16162_303.0498_6.83_pos","X1686_405.1314_8.03_pos",0.858167378154645
"X16252_491.2491_6.80_pos","X1686_405.1314_8.03_pos",0.724906020754632
NA,NA,NA
"X14272_146.1152_4.25_pos","X1692_146.1158_4.25_pos",1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10054_839.3672_11.12_pos","X1710_287.0586_9.49_pos",0.937482496916367
"X10081_285.1625_8.31_pos","X1710_287.0586_9.49_pos",0.931641682098511
"X11325_469.1715_10.02_pos","X1710_287.0586_9.49_pos",0.97338194849178
"X11543_235.0696_6.29_pos","X1710_287.0586_9.49_pos",0.930674023833945
"X12175_395.0599_3.44_pos","X1710_287.0586_9.49_pos",0.795290739070281
"X12261_437.3394_11.00_pos","X1710_287.0586_9.49_pos",0.942328201712728
"X1237_216.1211_8.03_pos","X1710_287.0586_9.49_pos",0.74076032966367
"X125_335.1238_8.71_pos","X1710_287.0586_9.49_pos",0.770465419187449
"X13103_234.1853_5.74_pos","X1710_287.0586_9.49_pos",0.837997390617884
NA,NA,NA
"X1426_361.1860_11.07_pos","X1710_287.0586_9.49_pos",0.950661962005913
