rowNum,image,viewed,good1bad0,windowBad,borderline,path
51,window000004528.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004528.jpg
52,window000008998.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008998.jpg
53,window000000653.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000653.jpg
54,window000007713.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007713.jpg
55,window000003521.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003521.jpg
56,window000000207.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000207.jpg
57,window000008027.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008027.jpg
58,window000006151.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006151.jpg
59,window000009023.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000009023.jpg
60,window000002835.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002835.jpg
61,window000007714.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007714.jpg
62,window000004082.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004082.jpg
63,window000001041.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001041.jpg
64,window000003220.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003220.jpg
65,window000009207.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000009207.jpg
66,window000002864.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002864.jpg
67,window000003435.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003435.jpg
68,window000008989.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008989.jpg
69,window000004899.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004899.jpg
70,window000007399.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007399.jpg
71,window000000061.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000061.jpg
72,window000001271.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001271.jpg
73,window000006279.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006279.jpg
74,window000007863.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007863.jpg
75,window000003123.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003123.jpg
76,window000008234.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008234.jpg
77,window000006379.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006379.jpg
78,window000008746.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008746.jpg
79,window000006415.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006415.jpg
80,window000002808.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002808.jpg
81,window000006009.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006009.jpg
82,window000000370.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000370.jpg
83,window000002950.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002950.jpg
84,window000006191.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006191.jpg
85,window000000015.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000015.jpg
86,window000003691.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003691.jpg
87,window000008136.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008136.jpg
88,window000001716.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001716.jpg
89,window000006975.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006975.jpg
90,window000008459.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008459.jpg
91,window000004748.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004748.jpg
92,window000006603.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006603.jpg
93,window000002594.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002594.jpg
94,window000005220.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000005220.jpg
95,window000002437.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002437.jpg
96,window000001882.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001882.jpg
97,window000004061.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004061.jpg
98,window000002712.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002712.jpg
99,window000008074.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008074.jpg
100,window000002913.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002913.jpg
101,window000003945.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003945.jpg
102,window000006522.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006522.jpg
103,window000009421.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000009421.jpg
104,window000003053.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003053.jpg
105,window000004930.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004930.jpg
106,window000005719.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000005719.jpg
107,window000009490.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000009490.jpg
108,window000007590.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007590.jpg
109,window000003999.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003999.jpg
110,window000004755.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004755.jpg
111,window000008760.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008760.jpg
112,window000002588.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002588.jpg
113,window000006380.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006380.jpg
114,window000004893.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004893.jpg
115,window000006320.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006320.jpg
116,window000007072.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007072.jpg
117,window000000795.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000795.jpg
118,window000004064.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004064.jpg
119,window000004997.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000004997.jpg
120,window000002307.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002307.jpg
121,window000000196.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000196.jpg
122,window000001295.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001295.jpg
123,window000001623.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000001623.jpg
124,window000003475.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000003475.jpg
125,window000008754.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008754.jpg
126,window000007535.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007535.jpg
127,window000008405.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008405.jpg
128,window000008171.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008171.jpg
129,window000000421.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000421.jpg
130,window000000341.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000341.jpg
131,window000008466.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000008466.jpg
132,window000002146.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000002146.jpg
133,window000006061.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006061.jpg
134,window000007038.jpg,1,1,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007038.jpg
135,window000007151.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000007151.jpg
136,window000006338.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006338.jpg
137,window000000955.jpg,1,0,0,0,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000000955.jpg
138,window000006962.jpg,1,1,0,1,W:\Leonardo\Projects\L1. Common beans\R\dNN_peakselect\peakWindowMatricesAndPlots(2020.06.22.1044)\Plots(2020.06.22.1044)/window000006962.jpg
